path,type,size_bytes,category,component,purpose,runtime_impact,source_of_truth,last_commit,status,recommendation,sha256,snapshot_sha
aither-v2/docs/mvp-roadmap/07-auth-api/evidence/forbidden-scope-check.txt,.txt,941,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,0db08fbea262,Evidence,KEEP,25b56d34e3e5a4ee873dbe4fb39e4cb338593bd6395814ecbf791ffcc57a3538,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-auth-api/evidence/no-secret-leak-check.txt,.txt,758,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,0db08fbea262,Evidence,KEEP,4ebd5575de01e228c7fac26c2c806371b024a269be91ced0932e84d8f31b9081,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-auth-api/evidence/no-user-token-forwarding-check.txt,.txt,969,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,0db08fbea262,Evidence,KEEP,94d29765856a9f3c299e5f909374e002c15525e3b496baed64e52641fc26abcc,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-auth-api/evidence/rate-limit-still-works-429.txt,.txt,2070,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,1455dbd36502,Evidence,KEEP,6e03248c8c3d8724082e495b2a738af3644b7396a249a84d14fcca51d6bb900d,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-auth-api/evidence/token-create-success-redacted.txt,.txt,603,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,0db08fbea262,Evidence,KEEP,460748e60f813b5d753cef9308d2043053895f108b5fa5125fb581df056233b9,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-auth-api/evidence/token-hash-storage-check.txt,.txt,1080,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,0db08fbea262,Evidence,KEEP,9bab14d16ff86d4e1f7b440ea5c0106303c4403f59e749cf24abc219821f145f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-auth-api/evidence/token-list-no-raw-token.txt,.txt,622,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,0db08fbea262,Evidence,KEEP,258b24f318ef13914e8890836d95afba1f4dad3993f4bd5a5ab6176f5bc98194,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-auth-api/evidence/token-revoke-check.txt,.txt,503,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,0db08fbea262,Evidence,KEEP,2e83f48d0f9a315f2ffd64326cfbdbdd7d450f88b28188ec3802456fd7f0ef4a,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-auth-api/evidence/vpn-access-recovery-check.txt,.txt,870,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,1455dbd36502,Evidence,KEEP,b5b51965d79661d1ddbab1c585e0abb551cd36a88dcd5c6e56316665782d3320,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal-spa/evidence/.gitkeep,(none),0,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal-spa/logs/.gitkeep,(none),0,other,mvp-roadmap,Purpose requires manual classification for mvp-roadmap,NO,NO,aacf95ae0020,Active,KEEP,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/INSTRUCTIONS.md,.md,1984,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,aa24ccc9333b,Active,KEEP,cd3cca4bf20845e618724c83b32a583aeee227331cb9173d11e404e7a68346b9,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/api-token-user-guide.md,.md,1830,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,aa24ccc9333b,Active,KEEP,b49c23f345487ae219aa307896af4ae8b465b0848e2159d104eb39f5498801db,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/chat-ui-notes.md,.md,1123,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,aa24ccc9333b,Active,KEEP,97ee3d1cd8bc366d4055ff116201ff58bd5f0d796a66a57e1d2249c54c1c4e7d,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-32b-native-not-claimed.txt,.txt,213,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aa24ccc9333b,Evidence,KEEP,b8d81a5b4fd0e8d85c9e124c4f4035950f5657ebbaac8a3aee3182a2362530c7,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-auth-login-success.txt,.txt,180,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aa24ccc9333b,Evidence,KEEP,b097c6bff0ae85a9f1ff578eaa8c3737dfb074c8a9657232597603b281fe04ef,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-auth-logout.txt,.txt,145,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aa24ccc9333b,Evidence,KEEP,a859c117cf5a82b998685cd29542e94b9cd7eed4bcdb76c8c8b4963de1382e0f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-auth-me-success.txt,.txt,144,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aa24ccc9333b,Evidence,KEEP,0b12dc585db438a6732ccf38423dcbcab2e1c48ebb15289df1349842c6fcea13,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-bff-only-access-check.txt,.txt,1015,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9fcc69c99c04,Evidence,KEEP,db0e5964fbe23a34e791d8b8cfb9458ea25bf4210b73943b36c4ba7f06caefa4,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-chat-14b-request.txt,.txt,242,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aa24ccc9333b,Evidence,KEEP,dc0c0acf8ff8e51edcbc13c5dec742ba2b8acc23f5febeff3ad526147ee0b7c0,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-chat-32b-adapter-request.txt,.txt,247,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aa24ccc9333b,Evidence,KEEP,e362f0ebe7489aa228681de118c26302510aa59b3c51ffcf4d0f5c97c4727c5d,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-configmap-source-alignment.txt,.txt,1764,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,03b1a1bf604f,Evidence,KEEP,66d92039481554ee67ded8a6afb5496b00b152b83d8b435cb67434300d4b1fd3,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-forbidden-scope-check.txt,.txt,1658,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,03b1a1bf604f,Evidence,KEEP,bb60422de5bbc0f230a2ef4d47c30af29fc43bb6fe8780aa5d10c7f6701f547c,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-health-via-proxy.txt,.txt,148,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aa24ccc9333b,Evidence,KEEP,1dd9bdb905ca53036a6d5e8c523873608deb30d0754869e401702096a3dd4d35,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-login-page-load.txt,.txt,130,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aa24ccc9333b,Evidence,KEEP,b323c8262a9b18e142d6c98245c762ab14d3e7206e4338776e7267c4853f446f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-manifest-dry-run.txt,.txt,150,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aa24ccc9333b,Evidence,KEEP,fc2e26321d1d2ea7b67246f8f7e3ddcae8112ddbbcbff541a21dc9656154db41,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-models-list-auth.txt,.txt,783,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9fcc69c99c04,Evidence,KEEP,7f8ea93473e89708bf70d47fdb7a7836901f11404ef0a46835da40afcad50eaa,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-no-secret-leak-check.txt,.txt,173,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aa24ccc9333b,Evidence,KEEP,6a192233562966871648e7e120114c3dea2913844a5d8a88e567e9ac8e168982,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-pods-after.txt,.txt,249,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aa24ccc9333b,Evidence,KEEP,d1a0851d08ffa154ed279a6ad77c1a961c26b37b88b2ef320be162e6c77736b9,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-rollout-status.txt,.txt,183,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aa24ccc9333b,Evidence,KEEP,8f461807b012293ed2861d2bf95814b2238589c2427f6261dea5a586b1fb270c,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-service-after.yaml,.yaml,740,evidence,mvp-roadmap,Kubernetes Service for mvp-roadmap,NO,NO,aa24ccc9333b,Evidence,KEEP,b0731934ba0230d00fb7cc3787a429870411064453cbdc09c3d310d28bcd2b75,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-token-create-once-redacted.txt,.txt,265,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aa24ccc9333b,Evidence,KEEP,ad6d42f181718ad0284fbca6ad788bc887041d69d379fe9bcebad7e9ed50d9b3,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-token-list-no-raw-token.txt,.txt,1171,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9fcc69c99c04,Evidence,KEEP,f99fe8b4e2e93b06c03a6d2647d2627f3e05ffc1f96be3b49ccf5d2576e66cea,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-token-not-persisted-check.txt,.txt,1043,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9fcc69c99c04,Evidence,KEEP,eeac016fa5c86327c5bbdecb92e77cec96092fc3f9482280c396f5a90345caf1,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-token-revoke.txt,.txt,570,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9fcc69c99c04,Evidence,KEEP,5381b1f76cee335fb0d9d9e3f24a205d63af81411df539d38228041d1d3e7c62,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-ui-model-select-render-check.txt,.txt,1134,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9fcc69c99c04,Evidence,KEEP,0d03db91d96befa1f6d0acaf5552a2cfe895862e205493d47a22030587a948d5,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-ui-navigation-check.txt,.txt,1373,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9fcc69c99c04,Evidence,KEEP,2139a21abc58321a1e02fc42960941b6ffdc150f8fc7e54e0978c8cad8ebd41b,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/evidence/portal-ui-token-list-render-check.txt,.txt,1401,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9fcc69c99c04,Evidence,KEEP,e1fbd541435f6dd3a7985afdb8e7bd764374c656bf57a08a71a5e5ab7b5a3b86,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/portal-acceptance-report.md,.md,4170,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,945d07d96b8f,Active,KEEP,9f8255a3dbfde28dddf7b1e5dd4556534f72c7625f839ae3011a55e1f053fa0c,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/portal-architecture.md,.md,3057,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,aa24ccc9333b,Active,KEEP,e35aef1b3312ae2ed8728e7c3ce42d5f05035cb1ea9021630a15a1a00138bdc2,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/portal-security-notes.md,.md,1345,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,aa24ccc9333b,Active,KEEP,f10b8c97b176b6ec80a0fd0a73cbf2a734862318184eccadc10c0d879b9d0a73,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/07-portal/portal-user-guide.md,.md,956,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,aa24ccc9333b,Active,KEEP,fa4eac3396f444ef1dc851f1af78b3962d913ef0dc8879c91f5a6072bd560059,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/INSTRUCTIONS.md,.md,990,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,ece0d6f7ac9d,Active,KEEP,28e560c161ad384b7048a958ed11ef783f46281d8298eeebb2c8b73ed59146f9,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/e2e-acceptance-report.md,.md,4975,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,b93c0576e100,Active,KEEP,0cd2f2be7894b08ddb74b086ac86fce6be0ab7546a01b1dbca0e1879af918fbb,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/e2e-architecture.md,.md,1615,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,ece0d6f7ac9d,Active,KEEP,0b8bb518ce04c89846e878daec492207082bb5741fdb9f9dec773a1b2e32b586,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/e2e-operator-notes.md,.md,1809,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,ece0d6f7ac9d,Active,KEEP,7e750677112912237d190a3a985ae14d139da5f099f49980d6a99f52abedcacf,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/e2e-security-notes.md,.md,1338,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,ece0d6f7ac9d,Active,KEEP,9d6c1f87ec56da3d75cdc38cc2be92ca37fbf7ef9160b7d62027214d1dc37328,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-14b-chat-response-retest.txt,.txt,579,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,6b284235a581,Evidence,KEEP,d74cf3c4dda38840e29ce417e272510d74b7df418e67f6bbaaa0766f65bc021b,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-14b-chat-response.txt,.txt,863,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,ece0d6f7ac9d,Evidence,KEEP,af7929bc252274fa066c0bae10f0d39f1f276df5c7878e4d884865cd1d37aadb,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-32b-chat-adapter-response-retest.txt,.txt,841,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,6b284235a581,Evidence,KEEP,a88c72a3e7c2613b14e9e69ccacc07d8b4bd1450a7cab3f9390c617956ab8e99,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-32b-chat-adapter-response.txt,.txt,989,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,ece0d6f7ac9d,Evidence,KEEP,2b665370bf24f27007545849bb938bbe3356435c9efd6ff283224d9cdb11d9d8,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-32b-completion-response-retest.txt,.txt,719,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,6b284235a581,Evidence,KEEP,c8d9b49cc0e90a2e8c901800c596156cdac9a79e1bf6a8a9a5c58d9511ae7a42,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-32b-completion-response.txt,.txt,911,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,ece0d6f7ac9d,Evidence,KEEP,8f82ca0623913831318828f463c8cfb8b8bdcc5c5b1a645e215f8e3610458e4a,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-auth-upstream-valid-summary.txt,.txt,1359,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,6b284235a581,Evidence,KEEP,9fb079dee468f09cbc8426752b611a4d9774c522b352131b00543ce83ea02b0d,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-bff-rollout-after-secret-update.txt,.txt,694,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,6b284235a581,Evidence,KEEP,de503de12bbae0362c904bb809ca5cb7b2bcfcc3648f6db83c5071ef55ab4d06,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-environment-inventory.txt,.txt,755,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,ece0d6f7ac9d,Evidence,KEEP,16d87bfeae6b26819879c7d8a22080aec387785682b72156dbc670bba4710acf,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-forbidden-scope-check-corrective-1.txt,.txt,1745,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,6b284235a581,Evidence,KEEP,f6d6ccc7bbc7b11c517546cf1ed4c1bb2dbb732e34119515588c894aab44bf47,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-forbidden-scope-check.txt,.txt,1656,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,ece0d6f7ac9d,Evidence,KEEP,f3619f8c39a1f6d7d200cf3c8c14e4a20c652d3231aca0545744bf3696c0a6e7,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-login-success.txt,.txt,391,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,ece0d6f7ac9d,Evidence,KEEP,0c8b4b78a017c94d8ed9d3617a8bfff82b066f18ff6bb2764e12df6998734214,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-models-with-token.txt,.txt,466,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,ece0d6f7ac9d,Evidence,KEEP,1e0632c36945210cd20e94a09a26da0033aacfc72a1bda4fcdda975af48a4e1f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-no-secret-leak-check-corrective-1.txt,.txt,1610,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,6b284235a581,Evidence,KEEP,a9eb230d3bc1673bb34ee8e8491584d978cc5bcea26ec659ed9e2c7fea9947a4,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-no-secret-leak-check.txt,.txt,605,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,ece0d6f7ac9d,Evidence,KEEP,e09ef86027d92cf78079c0de94015d552fcfb9061322c58eb013bc6192a95748,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-portal-health.txt,.txt,349,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,ece0d6f7ac9d,Evidence,KEEP,a416c5922ae955f64c9f383d33bc7576ce7ebbcb041f769683333873f654c9db,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-rate-limit-still-429.txt,.txt,544,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,ece0d6f7ac9d,Evidence,KEEP,219550aa6bc3a6754becc4a065498715e9c71be295041a6fb4aa16a81f1060f9,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-token-create-redacted.txt,.txt,730,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,ece0d6f7ac9d,Evidence,KEEP,0fd73360148937a5141e6168a06dce30e084cad2a1785497cfb3b3025c233b3b,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-token-list-metadata-only.txt,.txt,721,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,ece0d6f7ac9d,Evidence,KEEP,868ab3068182e10d934ca534fef423af00bd594905c7c4d78d0132199bd0835f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-token-revoke-and-block.txt,.txt,501,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,ece0d6f7ac9d,Evidence,KEEP,ec2f5cddf6604211062ff648c18b1af20186ad656251f9f5f0ef27c74cf945a0,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-end-to-end-acceptance/evidence/e2e-upstream-auth-secret-inventory.txt,.txt,1191,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,6b284235a581,Evidence,KEEP,50319096fbd450932dc9f5d2b523d731a6016679e55a9fdd62257713d8de617e,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-monitoring/evidence/.gitkeep,(none),0,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/08-monitoring/logs/.gitkeep,(none),0,other,mvp-roadmap,Purpose requires manual classification for mvp-roadmap,NO,NO,aacf95ae0020,Active,KEEP,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/09-gateway-replica-health/evidence/gw32b-32b-chat-adapter-still-200.txt,.txt,783,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,c1d1f1953d61,Evidence,KEEP,356ba31cc830e0cd65ca13f8b444680aaca4d2327f27bebee6b8c5b7540bc513,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/09-gateway-replica-health/evidence/gw32b-32b-completion-still-200.txt,.txt,684,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,c1d1f1953d61,Evidence,KEEP,4bb684778576846d2d41ab77c86fc32974026331d7bca288ecc41655b522a5fd,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/09-gateway-replica-health/evidence/gw32b-crashing-pod-describe.txt,.txt,934,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,c1d1f1953d61,Evidence,KEEP,b3b07830db559bf3ddbb537a66a18ed20ce18bb4c8601876d3a687b63472efdd,bc3475b84a3d266f992046db125c65ed60506bd0
