path,type,size_bytes,category,component,purpose,runtime_impact,source_of_truth,last_commit,status,recommendation,sha256,snapshot_sha
docs/stage-4-features.md,.md,10375,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,48da6adb192c,Historical,REVIEW,58ae1ad4344028a933dd3dbecd3d4e140aca022cb41c9c1f646b010a2a00b46d,bc3475b84a3d266f992046db125c65ed60506bd0
docs/stage10/00-README.md,.md,2082,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,316f5407f55a,Historical,REVIEW,aca69a36196017f85cf56e47302b23b9f8e6bb70ac239f5ad16e3023b000cd07,bc3475b84a3d266f992046db125c65ed60506bd0
docs/stage10/01-PUBLISHING-INSTRUCTIONS.md,.md,1911,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,316f5407f55a,Historical,REVIEW,bf41153b04678b94a49412d8d135573aa5479f636af7514aa829b3e0d3745c16,bc3475b84a3d266f992046db125c65ed60506bd0
docs/stage10/02-STAGE10-AUTHORITY.md,.md,1231,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,ca9f95d5cca7,Historical,REVIEW,b5102ce19d143ed49c899cca11be3625299ac981800974bd8b78f129a3f32be6,bc3475b84a3d266f992046db125c65ed60506bd0
docs/stage10/03-STAGE10-RC1-STANDARD.md,.md,1162,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,ca9f95d5cca7,Historical,REVIEW,ee3344fff91a096420083b20945e3cc5894d95b9e744ce1942aed16ba522c48f,bc3475b84a3d266f992046db125c65ed60506bd0
docs/stage10/04-EVIDENCE-STANDARD.md,.md,9494,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,15a0b7f889ff,Historical,REVIEW,078438ad9003c86c2bf4c5c222bc1ad2ad84d16d672043c808c136be193abbf2,bc3475b84a3d266f992046db125c65ed60506bd0
docs/stage10/05-EXTERNAL-AUDIT.md,.md,11434,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,15a0b7f889ff,Historical,REVIEW,d982c06f1057946f198b236b6d122567fdb41d15073a888ff394553cc697b6be,bc3475b84a3d266f992046db125c65ed60506bd0
docs/stage10/06-FINDINGS-STANDARD.md,.md,2061,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,30dec2a98da6,Historical,REVIEW,089413dae3dd4c3175dbec167099eca928d7a7b6ba0dc1e50b0e6ff1315d66f9,bc3475b84a3d266f992046db125c65ed60506bd0
docs/stage10/07-REPOSITORY-CHECKLIST.md,.md,1187,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,30dec2a98da6,Historical,REVIEW,38c4bc693d1ffea84fce5209de974d9f49c4e5cb61d18d8fbcfddb8defd48362,bc3475b84a3d266f992046db125c65ed60506bd0
docs/stage10/08-RC1-ACCEPTANCE-CHECKLIST.md,.md,2267,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,a66afe82802d,Historical,REVIEW,5b1d367074ae07d39f78fc419bb61216ebc75c553f8f14384ace232d2d1a9a20,bc3475b84a3d266f992046db125c65ed60506bd0
docs/stage10/09-STAGE10-CLOSURE-PROCEDURE.md,.md,1872,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,a66afe82802d,Historical,REVIEW,c5374a9fba29b1c292c130a9255aaa1cf17488b750c90b444225b603c775ee83,bc3475b84a3d266f992046db125c65ed60506bd0
docs/stage10/10-STAGE10-FINAL-ACCEPTANCE-REPORT.md,.md,2986,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,37b05017ebce,Historical,REVIEW,04e70163ac847f551440295f0831448764c5d3371460771e855a1b6b8c67a5e6,bc3475b84a3d266f992046db125c65ed60506bd0
docs/ttft-monitoring.md,.md,2887,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,8e622f890640,Historical,REVIEW,e76f4dbcb04549e99f63d2c5383fa6e4bbcf5c0a1a24760a9477d9ff0274b7b8,bc3475b84a3d266f992046db125c65ed60506bd0
docs/user-guide.md,.md,32437,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,53d75cd9aa47,Historical,REVIEW,be870771c4e12e1d49a754123f2ca11e039e41ab5e455c0c098757f06e3ed055,bc3475b84a3d266f992046db125c65ed60506bd0
docs/vault-integration.md,.md,7932,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,dc48e9843824,Historical,REVIEW,39c8c312d021d7cec09e1bff9922b34dcc64b668398174a77c348d0597f7f408,bc3475b84a3d266f992046db125c65ed60506bd0
docs/vps3-failover.md,.md,34542,other,docs-legacy,Purpose requires manual classification for docs-legacy,NO,NO,1322e5734433,Historical,REVIEW,181595a9b6221825017b98110738f128dd7f77d27035d066be2caee4f7debc1c,bc3475b84a3d266f992046db125c65ed60506bd0
fine-tuning/convert_peft_format.py,.py,2904,source-code,fine-tuning,Python source: implements fine-tuning logic,YES,YES,e07cab265427,Active,KEEP,509e47218d1a599dc32141766689a52a4b1e99bb7910772f12c6c8e93b606405,bc3475b84a3d266f992046db125c65ed60506bd0
fine-tuning/convert_to_vllm.py,.py,1622,source-code,fine-tuning,Python source: implements fine-tuning logic,YES,YES,e5bcb9c44347,Active,KEEP,18c697d8fb5a8b7275c15c0960324bf0f76e47bda5695a22283608e79a779669,bc3475b84a3d266f992046db125c65ed60506bd0
fine-tuning/dataset.jsonl,.jsonl,29988,other,fine-tuning,Purpose requires manual classification for fine-tuning,NO,NO,e5bcb9c44347,Active,KEEP,4ef1680c0eeed34b12efefcf8aadaccf95923125da3df8bd6ce1c5fe32d5995e,bc3475b84a3d266f992046db125c65ed60506bd0
fine-tuning/job-14b.yaml,.yaml,1813,configuration,fine-tuning,Kubernetes Job for benchmark testing,YES,YES,e5bcb9c44347,Active,KEEP,bed5321d9f46a801002f346c04a77f80b2678dab7138a0db04f675f60565b1dc,bc3475b84a3d266f992046db125c65ed60506bd0
fine-tuning/job-32b.yaml,.yaml,1519,configuration,fine-tuning,Kubernetes Job for benchmark testing,YES,YES,e5bcb9c44347,Active,KEEP,885ad46cbfe8368726f279527bd3445d446fb108e71a21b6a06dff2f59565c70,bc3475b84a3d266f992046db125c65ed60506bd0
fine-tuning/train_lora_14b.py,.py,4406,source-code,fine-tuning,Python source: implements fine-tuning logic,YES,YES,e5bcb9c44347,Active,KEEP,ccd9f6b7b5cfb999af6ff8e647abd2b9ad24aa930af0e72775148ec5e74e9059,bc3475b84a3d266f992046db125c65ed60506bd0
fine-tuning/train_lora_cpu.py,.py,4509,source-code,fine-tuning,Python source: implements fine-tuning logic,YES,YES,e5bcb9c44347,Active,KEEP,6afbcd1a773d4c852e260c27eec9add970ba27712039c414298644a8f1bfd51b,bc3475b84a3d266f992046db125c65ed60506bd0
fine-tuning/train_lora_nopeft_14b.py,.py,6302,source-code,fine-tuning,Python source: implements fine-tuning logic,YES,YES,e5bcb9c44347,Active,KEEP,5ba322d2e3189bee30c57b234fdb1f184f4c6a5e2346b03549807404627b2313,bc3475b84a3d266f992046db125c65ed60506bd0
fine-tuning/train_qlora_32b.py,.py,4027,source-code,fine-tuning,Python source: implements fine-tuning logic,YES,YES,e5bcb9c44347,Active,KEEP,5c369cd368de46eaaabeb65161713a49ec6a2eaf94247b58be9e5c64b8163f93,bc3475b84a3d266f992046db125c65ed60506bd0
gateway/admin.py,.py,9241,source-code,gateway-legacy,Python source: implements gateway-legacy logic,NO,NO,ea0d502ba362,Historical,REVIEW,13ec51f94d5e8370485e96984232bbaa621e6fe6f6041642cff8d46164e1d655,bc3475b84a3d266f992046db125c65ed60506bd0
gateway/catalog.py,.py,3593,source-code,gateway-legacy,Python source: implements gateway-legacy logic,NO,NO,5a8b352b69f7,Historical,REVIEW,f35a88af3a33aa5a75b9600b632de30d64945f26912ae2b4e724700034b5c7d9,bc3475b84a3d266f992046db125c65ed60506bd0
gateway/catalog.yaml,.yaml,867,configuration,gateway-legacy,Configuration data for gateway-legacy,NO,NO,5a8b352b69f7,Historical,REVIEW,e31bb8228fd63a663c657dc82f6077b584e65f721a7644c1319cb3a929ce5cb1,bc3475b84a3d266f992046db125c65ed60506bd0
gateway/gateway.py,.py,43370,source-code,gateway-legacy,Python source: implements gateway-legacy logic,NO,NO,8e622f890640,Historical,REVIEW,29e3b57dad89d8c39d611def48b49de6891791db030f023b53fc5847538e2a53,bc3475b84a3d266f992046db125c65ed60506bd0
gateway/hybrid_rag.py,.py,5795,source-code,gateway-legacy,Python source: implements gateway-legacy logic,NO,NO,34fabe97ce01,Historical,REVIEW,04c8e4c2c48eac143aa25f10e4980a7f847613cd407ca4bae4c73c17d70df06b,bc3475b84a3d266f992046db125c65ed60506bd0
gateway/metrics.py,.py,7160,source-code,gateway-legacy,Python source: implements gateway-legacy logic,NO,NO,8e622f890640,Historical,REVIEW,a99307b4ffd0fb7b9be9ed52307f1b1ec4ddf260051569be43f39ecc875780a4,bc3475b84a3d266f992046db125c65ed60506bd0
gateway/reaper.py,.py,3345,source-code,gateway-legacy,Python source: implements gateway-legacy logic,NO,NO,ff44ce4ff48e,Historical,REVIEW,1c004bd09e739f09bb767c306bd24dced04c3db366d03fd2315fa41a4cba9e02,bc3475b84a3d266f992046db125c65ed60506bd0
gateway/routing.py,.py,5941,source-code,gateway-legacy,Python source: implements gateway-legacy logic,NO,NO,e5bcb9c44347,Historical,REVIEW,318872082a54b51eefa7abfab2e62eaf81a77db8f2f10ce16add86fc05c1460e,bc3475b84a3d266f992046db125c65ed60506bd0
gateway/security.py,.py,5120,source-code,gateway-legacy,Python source: implements gateway-legacy logic,NO,NO,f2e62024991b,Historical,REVIEW,e56adc80d407c9059c6a5062c94404da34d3ec9dc775d033c62b2c5201314209,bc3475b84a3d266f992046db125c65ed60506bd0
gateway/security_egress.py,.py,15593,source-code,gateway-legacy,Python source: implements gateway-legacy logic,NO,NO,9d6eff6b8c97,Historical,REVIEW,f65110bd7be0241d8f3bd8fd10581f9001c784675a9074d12ad4e714cecda4b0,bc3475b84a3d266f992046db125c65ed60506bd0
gateway/vault.py,.py,8910,source-code,gateway-legacy,Python source: implements gateway-legacy logic,NO,NO,dc48e9843824,Historical,REVIEW,b0a2c34b6e0a3922345301d383e3d9b621942df16b97a30ed423a2a8233b621d,bc3475b84a3d266f992046db125c65ed60506bd0
gateway/wiki_graph.py,.py,12057,source-code,gateway-legacy,Python source: implements gateway-legacy logic,NO,NO,34fabe97ce01,Historical,REVIEW,fb6b502a080e96cea65edf7947bc80b42145729a78362deed19a25adbb131853,bc3475b84a3d266f992046db125c65ed60506bd0
grafana/dashboards/gpu-overview.json,.json,6252,configuration,grafana,Grafana dashboard JSON for grafana,YES,YES,e574ce9a6f0f,Active,KEEP,9f2aebd858ba5731412c876b0e17e9cd730f82781c8f83d244535f570c50728b,bc3475b84a3d266f992046db125c65ed60506bd0
grafana/dashboards/vllm-inference.json,.json,5490,configuration,grafana,Grafana dashboard JSON for grafana,YES,YES,e574ce9a6f0f,Active,KEEP,b64cb69577bffb13dd0387f5aea608079742e23fc28392d5753053fb7f5946f8,bc3475b84a3d266f992046db125c65ed60506bd0
grafana/nginx-grafana.conf,.conf,1463,configuration,grafana,nginx configuration for grafana,YES,YES,e574ce9a6f0f,Active,KEEP,a4412db3562e86c91f45ee14ff7e7338bc9739a7488077f2962b852ec2ae7f70,bc3475b84a3d266f992046db125c65ed60506bd0
hosts/40.51-specs.md,.md,3348,other,hosts,Purpose requires manual classification for hosts,NO,NO,bf03f67091e9,Active,KEEP,e68d9035ffbd37aba4ef85c4e5e81e60987194e8a5db172895b77138780d8e5b,bc3475b84a3d266f992046db125c65ed60506bd0
hosts/hardware-inventory.md,.md,3070,other,hosts,Purpose requires manual classification for hosts,NO,NO,5e114cb13b12,Active,KEEP,67ee0372894ea8bff7372eaa4e8da68d46280d9349cf32a73b7be135ca9235ce,bc3475b84a3d266f992046db125c65ed60506bd0
hosts/inventory.yaml,.yaml,1387,configuration,hosts,Kubernetes desired-state manifest for hosts,YES,YES,f8bc9773d3cf,Active,KEEP,56058dbf584cb604e83d2491ef97de2654b17c37dbf3966687e8985922b24ca7,bc3475b84a3d266f992046db125c65ed60506bd0
k8s/hpa/adapter-config.yaml,.yaml,1266,configuration,k8s-config,Configuration data for k8s-config,YES,YES,efda2e970d60,Active,KEEP,74eff325e0e984af0cc1a3b1556cac527eb08555283e247deb7fce45fd9f92f7,bc3475b84a3d266f992046db125c65ed60506bd0
k8s/hpa/gateway-hpa.yaml,.yaml,982,configuration,k8s-config,Configuration data for k8s-config,YES,YES,efda2e970d60,Active,KEEP,8cb5389c3e3c172193276f64e8e613254d0960096aea18670644a27ef6349469,bc3475b84a3d266f992046db125c65ed60506bd0
k8s/hpa/hpa.yaml,.yaml,2781,configuration,k8s-config,Kubernetes HorizontalPodAutoscaler,YES,YES,efda2e970d60,Active,KEEP,3a07d22c53340d9348fa85b882bd71ed7066c6b71ca5e4052edb428c12521814,bc3475b84a3d266f992046db125c65ed60506bd0
k8s/hpa/prometheus-adapter.yaml,.yaml,5255,configuration,k8s-config,Kubernetes HorizontalPodAutoscaler,YES,YES,efda2e970d60,Active,KEEP,a2a9f53758e6f4ae761fd59645c3f549a3dfd84ecb1f8747bd3333f99f994116,bc3475b84a3d266f992046db125c65ed60506bd0
k8s/hpa/prometheus-config.yaml,.yaml,1001,configuration,k8s-config,Configuration data for k8s-config,YES,YES,efda2e970d60,Active,KEEP,37e0d0e320151e3ee750d82d4a39f8b3983d3164622da52dc0e767539135383e,bc3475b84a3d266f992046db125c65ed60506bd0
lab-journal.md,.md,148529,other,root-other,Purpose requires manual classification for root-other,NO,NO,53a50755b71c,Active,KEEP,41a70d86dc94df585096e447cda87a1c5c055ececba85ea5806bbf107f9b72bc,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/chromadb.yaml,.yaml,1529,configuration,manifests-legacy,Kubernetes desired-state manifest for manifests-legacy,NO,NO,82cda990da92,Historical,REVIEW,efc5aa856590dc9e405e7ad7d6c828c66b8037819182895cca35b25b13ea27a8,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/deployment-plan.md,.md,4416,other,manifests-legacy,Purpose requires manual classification for manifests-legacy,NO,NO,5e114cb13b12,Historical,REVIEW,9c4d1a62af6e4b7d3ccd561fb174cb1f1ec574f97949aba3cc01bf100f86c48d,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/embeddings.yaml,.yaml,2754,configuration,manifests-legacy,Kubernetes desired-state manifest for manifests-legacy,NO,NO,82cda990da92,Historical,REVIEW,b8279dabe491b3fdc60115a1d17239f8edfd221f6eb0e3e5e97436e515e08773,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/gap-analysis.md,.md,3613,other,manifests-legacy,Purpose requires manual classification for manifests-legacy,NO,NO,7f1604c2cee5,Historical,REVIEW,d89c50fd3bfe49190d946453f23f1b4e811ab6cd560ed3205b6b28abae1b18b8,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/gateway-catalog.yaml,.yaml,3701,configuration,manifests-legacy,Configuration data for manifests-legacy,NO,NO,34fabe97ce01,Historical,REVIEW,e990481784220ce3fd68213c2605a3b3c0f1ecad26c271afd16fb08109dc7570,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/gateway-deploy.yaml,.yaml,1498,configuration,manifests-legacy,Kubernetes Deployment for manifests-legacy,NO,NO,99af91338d22,Historical,REVIEW,9db4b291ba76af91612e1578fc7825f72fc394115d0de3864385aa75573d1c81,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/gateway.py,.py,21409,source-code,manifests-legacy,Python source: implements manifests-legacy logic,NO,NO,1116fe049a55,Historical,REVIEW,f01f1cd4b7818d3a9526ada13122dc52cf244d3aa58c4cf94b21a27bd5ea8f0c,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/gateway.yaml,.yaml,1426,configuration,manifests-legacy,Configuration data for manifests-legacy,NO,NO,3c39b70a59bb,Historical,REVIEW,4f5ab0a38eebc0c362cfdd20ffafdd9067421cb3038b1fb42b28bdc7956e14cc,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/ip-plan.md,.md,1499,other,manifests-legacy,Purpose requires manual classification for manifests-legacy,NO,NO,90351261345a,Historical,REVIEW,0199e25843177e468547799f814080828c456755b2f8fd88ffa645a092f6e67d,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/k8s-gpu-orchestrator.md,.md,4877,other,manifests-legacy,Purpose requires manual classification for manifests-legacy,NO,NO,7f1604c2cee5,Historical,REVIEW,42339fff4aa3fadbdeb30f11815a74f133d8a841dbc09844ff3c2f21538b8167,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/k8s-vs-k3s.md,.md,3012,other,manifests-legacy,Purpose requires manual classification for manifests-legacy,NO,NO,00874908b6ca,Historical,REVIEW,4b87b3c3fd01357a438902a16e86ce7c56743451a295bb5b6a58e889bbff3afe,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/litellm.yaml,.yaml,1598,configuration,manifests-legacy,Kubernetes desired-state manifest for manifests-legacy,NO,NO,3c39b70a59bb,Historical,REVIEW,46d5468f3c6be4cda72eabd0ae9b904ff8cc40f32d1fc09d9824b01b64c21ae1,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/network-manifest.md,.md,2559,other,manifests-legacy,Purpose requires manual classification for manifests-legacy,NO,NO,1bb36832696f,Historical,REVIEW,e58f5370ce12af437da681ba740603759b5617ed80194590e53522499de7a66f,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/network-plan.md,.md,2437,other,manifests-legacy,Purpose requires manual classification for manifests-legacy,NO,NO,00874908b6ca,Historical,REVIEW,dbc838289dd8870169d369f2bc6824292949e7359233c7124654739f29af7476,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/network-vlan308.md,.md,2381,other,manifests-legacy,Purpose requires manual classification for manifests-legacy,NO,NO,7f1604c2cee5,Historical,REVIEW,c1d498ebf4a50a5ada99922e9d0ef4a9bfdb0025f737e8381b75c3301d73d052,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/network.md,.md,3165,other,manifests-legacy,Purpose requires manual classification for manifests-legacy,NO,NO,90351261345a,Historical,REVIEW,d1576aded3a1a2842ecff074a8ebdbc47e11fd8746d5319b24e93a48f6909e82,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/observability/dcgm-exporter.yaml,.yaml,1165,configuration,manifests-legacy,Kubernetes desired-state manifest for manifests-legacy,NO,NO,53ab350118cf,Historical,REVIEW,c1f85e9d3628b5d3abd81a3cea9abe9ef8d066a2fd98312880aaa4d1ad5ccd7e,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/observability/grafana.yaml,.yaml,1335,configuration,manifests-legacy,Kubernetes monitoring/observability configuration,NO,NO,e60e1f652452,Historical,REVIEW,88cf7808d6af4fada38eea79bbc9d1b7514f7672de1033bade9658fa34cead1b,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/observability/prometheus.yaml,.yaml,3008,configuration,manifests-legacy,Kubernetes monitoring/observability configuration,NO,NO,53ab350118cf,Historical,REVIEW,db4b5119908ac8033427669843537d065dea36e8be2d41d632745e57d8803293,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/postgres.yaml,.yaml,1507,configuration,manifests-legacy,Kubernetes desired-state manifest for manifests-legacy,NO,NO,3c39b70a59bb,Historical,REVIEW,04494bb1d86794e35acaece83dd00d14c9e3c3b4b0219ce4f388878d29542044,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/qwen-direct.yaml,.yaml,1475,configuration,manifests-legacy,Kubernetes desired-state manifest for manifests-legacy,NO,NO,b55bbf01ea19,Historical,REVIEW,6f83f33ace02be28deed84bb924c7610b50eb49cc01c565aa19cd5a588a3bddb,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/redis.yaml,.yaml,743,configuration,manifests-legacy,Kubernetes desired-state manifest for manifests-legacy,NO,NO,3c39b70a59bb,Historical,REVIEW,f3f53c6d4cc1b83936a956c8dc4bfdab60f2df55cd135d4a19812b3012031127,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/storage-layout.md,.md,3944,other,manifests-legacy,Purpose requires manual classification for manifests-legacy,NO,NO,90351261345a,Historical,REVIEW,ba3c3e98c4355b314b03ead88de3de0de9c13bce55f5afe04614f316dde85a63,bc3475b84a3d266f992046db125c65ed60506bd0
manifests/vllm-qwen-deploy.yaml,.yaml,1147,configuration,manifests-legacy,Kubernetes Deployment for manifests-legacy,NO,NO,664648810cdd,Historical,REVIEW,559858dafa4d918e4b02e326e4c25bd45566545f1a00011b54dfdbb3cfb04ec0,bc3475b84a3d266f992046db125c65ed60506bd0
nginx-failover.conf,.conf,4011,configuration,root-other,nginx configuration for root-other,YES,YES,1d1d10de7be6,Active,KEEP,c24e155133581467065847f2b6b43a2b8b4fed3b9756ae5fcc67b61ad6581030,bc3475b84a3d266f992046db125c65ed60506bd0
nvidia_drv.txt,.txt,7948,text,root-other,Text data for root-other,NO,NO,b17e5b0e4fca,Active,KEEP,7a0f2ce6d323b1d19ce29eb129725f31163301da0c631fffda4d94a2d2b303e4,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/CHANGELOG.md,.md,1766,other,offline-deploy,Purpose requires manual classification for offline-deploy,NO,NO,6434ae8ba68e,Historical,REVIEW,c035ff10bb1641daccab9cadef1f86a5f619b95a052a462faef6406627d3a5fe,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/Makefile,(none),3239,build,offline-deploy,Build automation (Makefile),NO,NO,4db8ddaf7cb2,Historical,REVIEW,a5f1b5a81fb1632a413e4eb27a915b937f4c959368cb81f59b61630413b64e6c,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/README.md,.md,2384,other,offline-deploy,Project overview and entry point documentation,NO,NO,6434ae8ba68e,Historical,REVIEW,e60326cb63cac0fdf0897c666667c5a4e181ce72e49db3479318f2513358b039,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/VERSION,(none),4,other,offline-deploy,Purpose requires manual classification for offline-deploy,NO,NO,6434ae8ba68e,Historical,REVIEW,1523e9e982ff804c6d979e1bb2c6f3d7bae35307e8ce458bffc0d12a442b98da,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/configs/bff/.env.template,.template,1909,configuration,offline-deploy,Purpose requires manual classification for offline-deploy,NO,NO,6434ae8ba68e,Historical,REVIEW,b243795f6f092b4d08c475e43aecb24670e6fa0ecab84235146befeb37b26db2,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/configs/gateway/config.yaml.template,.template,941,other,offline-deploy,Purpose requires manual classification for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,cb6e0e845fc3c8f086ffaae7b399fe3d710603a0a89234054e7b7ca93c940e76,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/configs/nginx/nginx.conf,.conf,3802,configuration,offline-deploy,nginx configuration for offline-deploy,NO,NO,6434ae8ba68e,Historical,REVIEW,f4d2c2d83fe76db665bb47ab3c959025703c3199e3bbbc97951bdb342a7104c1,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/configs/vllm/args.txt,.txt,594,text,offline-deploy,Text data for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,a88b759a1a0c81d18134f81988fe42fa9ad8cf64e5ff02449657c6b1f41979e3,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/docs/01-architecture.md,.md,5323,documentation,offline-deploy,Documentation: Offline Deploy,NO,NO,6434ae8ba68e,Historical,REVIEW,355615cb4b30bbb5e6061d28d512a4b7d27af673d30700ed8814ac59f7246bd0,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/docs/02-deployment-guide.md,.md,2300,documentation,offline-deploy,Documentation: Offline Deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,bd5de7b1b91d3e926d04797b6f831ea523e912edd195f216a0c7e2b73534f65d,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/docs/03-admin-guide.md,.md,2068,documentation,offline-deploy,Documentation: Offline Deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,f053ed047d4417723b569ad94e2acb1335a454c95341e9e00827fb80f093db94,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/docs/04-user-guide.md,.md,1476,documentation,offline-deploy,Documentation: Offline Deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,e7cd85d4790c690c6c9f156a086daf4219396851888621001e3a4cc9ddb8a7d0,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/docs/05-security-model.md,.md,1254,documentation,offline-deploy,Documentation: Offline Deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,8100027fc2253f87f9d3b1c789a3632850f2fcf2d99c3228781994e6db2d399e,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/docs/06-troubleshooting.md,.md,4210,documentation,offline-deploy,Documentation: Offline Deploy,NO,NO,6434ae8ba68e,Historical,REVIEW,5e20d319d464911adc87f0b41b3cd1ff21431bce7d35508806691d19c1a27794,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/docs/07-api-reference.md,.md,1796,documentation,offline-deploy,Documentation: Offline Deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,b03726dad04189fe713788020275db77db34acc9ba2d25e03cd6b74b70472592,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/docs/08-upgrade-guide.md,.md,1780,documentation,offline-deploy,Documentation: Offline Deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,d0a1904cb468790d3a74c926574d09c85c33b87eb7e919c5975aad5ffd0e54fa,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/k8s/chromadb/deployment.yaml,.yaml,716,configuration,offline-deploy,Kubernetes Deployment for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,70b61903118b8c86988a31b65ce0ce39fba28e5376045a466f574c0b13381b3e,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/k8s/gateway/deployment.yaml,.yaml,3753,configuration,offline-deploy,Kubernetes Deployment for offline-deploy,NO,NO,6434ae8ba68e,Historical,REVIEW,1afd6ec339c44f46f15e76f4c3b01e1c28e1c1a2bf8fa8cf73b377a0b7fad817,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/k8s/monitoring/grafana.yaml,.yaml,802,configuration,offline-deploy,Kubernetes Deployment for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,c80712689ad54bc994dc2cb737dad945862b041af4e65ab0829cf9d278bb90d4,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/k8s/monitoring/prometheus.yaml,.yaml,1318,configuration,offline-deploy,Kubernetes Deployment for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,7524054ba510c8f317f3123f037b1462115de160f9859bcd0cef96b95ad926dc,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/k8s/namespace.yaml,.yaml,56,configuration,offline-deploy,Kubernetes Deployment for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,a3c2eb5a812d3a63b6caf99bda1c0a04342d79bf07af445ac3e05ad1ece74f95,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/k8s/postgres/deployment.yaml,.yaml,1751,configuration,offline-deploy,Kubernetes Deployment for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,6d9a3ebbc29d408ac9f478c5cd981d2a84250cf6772d290c6d075847281923a9,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/k8s/redis/deployment.yaml,.yaml,783,configuration,offline-deploy,Kubernetes Deployment for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,d8c4c986cdf902eff5490140237f2295517c2c9c48a02efae3ca4e22b1c75eee,bc3475b84a3d266f992046db125c65ed60506bd0
